HotelName,Date of review,Rating,Title,Description,Date of stay,Trip type,Room Tip
Sofitel Singapore City Centre,Sep-20,5,Great Service!,"First off, had book here to celebrate my wedd anni and hoping to surprise my husband. Bad news, room wasn't ready but good news is that they upgraded my room to Suite! Sweet! Thats already a perfect start for us! Check-in was smooth and receptionist was very friendly. Love it! While in the room, we even received a slice of cheesecake! Aww! Super comfy bed which we do not to get out off! Breakfast was simple but nice. Due to covid, we select online and they serve us. The staff were so friendly and nice, a great way to start your morning. Definitely I would come back!",Sep-20,,
Sofitel Singapore City Centre,Jan-20,5,Excellent location.,"Luxury hotel with a beautiful spa and pool. Fabulous service. We stayed there for 3 nights and had a wonderful experience. Very helpful staff, excellent amenities, buffet breakfast not to be missed. Centrally located in the heart of this beautiful city, the hotel exceeded our expectations. Helpful staff recommended great tours of the city, provided walking distance directions everywhere. Also conveniently located above a major shopping mall, an added comfort!",Jan-20,,
Sofitel Singapore City Centre,Feb-20,2,Not worth the value,"I'm Accorplus gold member has been stay at sofitel and other accor hotel, this trips is the most unsatisfying stay at sofitel singapore city centre , the staff service was bad , executive lounge was lousy , no much food or drinks available for serving , no staff top up the food or drink when is run out , no update when I request for last check out . Have to keep asking the staff from night to next morning . End of the days I still cant get the late check out, they should update me earlier Yes or no so I can plan my schedule.  Hope the standard can improve as like my experience in sofitel Bangkok, ho chi mihn,  macau and Indonesia.  Thank you",Feb-20,,
Sofitel Singapore City Centre,Sep-20,5,Excellent hotel stay experience,"I have to say sofitel never fail to exceed expectations amid all the extra measures put in place for covid. No compromise on the excellent quality of Sofitel brand in terms of the high service level, comfy luxurious room, amenities, etc On the previous reviewer comment on food portion and late checkout, realistic expectation has to be there -food portion : no restaurant would indicate food portion (be it big or small). Just order what is needed and reorder if not enough -late checkout : itâ€™s a fair to understand that there is no guarantee as itâ€™s subjected to availability   Will surely return for another stay. Was an relaxing and refreshing experience",Sep-20,,
Sofitel Singapore City Centre,Jan-20,5,Great location perfect place to relax,This hotel has everything and more. We booked 3 nights stay with the Club Room access. The room was very nicely appointed and very quiet. The pool is a great place to relax and there is access the Virgin Active gym if you want to do a work out. The staff have been very accommodating and helpful in advising us on how to get around this wonderful city. Would definitely stay here again.,Jan-20,,
Sofitel Singapore City Centre,Jan-20,5,Such a great hotel,"I was in Sofitel hotel for a five days. Great location, next to metro station, near so many attractions. But the best was the staff, especially in breakfast restaurant. I would like to say huge thank you to Mr. Push whose was remembering about my special diet. Everyday he was preparing me a different fantastic breakfast. Thank you so much for that! I really do recommend it and next time when I will be in Singapore, I will definitely choose the same hotel. Magdalena",Dec-19,,
Sofitel Singapore City Centre,Jan-20,5,Brilliant Location and Hotel.,We spent five nights at this fabulous hotel where the service is five star everyday. We were treated so well from the executive lounge to the restaurant to the front desk. The hotel is so close to the MRT just underneath  we used this service so much.,Dec-19,,
Sofitel Singapore City Centre,Jan-20,5,Luxury and refined art combined,"Most 5 star hotels talk about luxury,but truly the Sofitel Singapore city center will exceed the expectations even for the frequent traveler. Excellent location  2 types of gym !!! Yes not 1 gym but 2 with the 2nd being ultra modern and vibrant  Great outlets for F&B  Very nice Infiniti pool   And now the room :  Largest size Hermes toilet  amenities  Largest ever size of a Nespresso machine in a room.  Amazing Tea set  Top quality bath robes and bed linen  Nice room view  Ultra modern room electrical switches",Jan-20,,
Sofitel Singapore City Centre,Feb-20,5,Short Holiday,"A great central place to stay, quite a new hotel too.Enjoyed the suite upgrade with plenty of very modern comfortable space. We used the lounge daily & there was a reasonable selection of food & drinks. The minibar was next to useless with such a miserable selection of only 3 snacks, no chocolate even! the only one we tried that looked OK tasted awful. Only 3 coffee pods for us to choose and tea was also in short supply -but we did get more after asking and the TWG teas are great.The pool area is quite small and if you are looking for more, then Sofitel resort & Spa Sentosa Island is a much better choice.",Feb-20,,
Sofitel Singapore City Centre,Dec-20,5,THE hotel,"we booked this hotel after seeing the many reviews online. decided to choose the suite since we brought our 2 darlings with us. from the point of booking, Ms Chandani attended to our every request with absolute tip top service. we needed few things in particular cause we have 2 kids with us.  Day of check in, the hotel's atmosphere was wonderful. what wow-ed us was every single person we met from the hotel, made my 2 kids really comfortable. From lunch at the restaurant where they offered my lil boy something apart from the menu so that he could have a proper lunch to everything requested earlier with Ms Chandani was all perfectly in place in the room. To Mr Hardi making my boy feel like he was equally impt cus he gets to have his own kiddy bathrobe when we were going to theâ€¦",Dec-20,,
Sofitel Singapore City Centre,Sep-20,5,Staycation,I stayed for 1 night. Check in was efficient and service was good. There was lots of food options nearby. I enjoyed the spacious and comfortable room. The bed was comfortable. Unfortunately I didn't have time to check out the facilities since I was still working even though it was a staycation.,Aug-20,,
Sofitel Singapore City Centre,Jan-20,5,Lovely luxury hotel,Fantastic location with an MRT at the bottom.  Great service offering luxury accomodation.  We had club rooms - fantastic with drinks and snacks included and enough food in the evenings to go without dinner.,Jan-20,,
Sofitel Singapore City Centre,Dec-20,5,"Awesome stay, as always!!","Stayed during phase 2. Check in was smooth and detailed, no issues with pre booking swimming pools and gym as it was done before check in. Room was super clean and neat. Nice touch of care pack. Some non essential amenities were not present but you can always request them if need to. Bed is super comfy, wifi. tv system, bose and aircon were all good. Awesome service from literally everyone in the hotel. Everyone i meet are all super nice and professional. Breakfast at Racines has a limited menu and its on ala carte buffet. Cakes at Racines super duper nice! It's such an awesome staycay!!",Dec-20,,
Sofitel Singapore City Centre,Oct-20,3,High tea,"The cheapest high tea I ever had. Food was reasonably good, $78 for 2 pax. There was a 50% promo going on. It was a surprise.  Ambience was average but for the price that we paid, we were happy.  The tea that they served was TWG, coffee was Nespresso. Scones were lovely, mini sandwiches was good but they left the crust on which made the sandwiches slightly tougher.  Half of the sweets were good, the remaining was either too sweet, bland or tough.",Oct-20,,
Sofitel Singapore City Centre,Nov-20,4,My first experience in this hotel,"Bad experience having breakfast on 16 Nov, next table found a lots on the table so the guest requested to move to another table before they started eating. We already started eating our breakfast so we didnâ€™t request to change our table. Later we have to run off out of the restaurant without finishing our breakfast because we found ants on our body. I have informed the staff before I left the restaurant in distress.",Nov-20,,
Sofitel Singapore City Centre,Feb-20,4,Nice Hotel,"Nice new hotel, however : 1) Expected more restaurants. They only have one. 2) Only get access to Virgin gym if you have an executive room. This isn't what was advertised. Hotel gym is OK but not the virgin gym re facilities 3) Free unlimited Inclusive mini bar is very very poor i.e. only 4 local soft drinks and not even a coke or a sprite. Compared to Andaz Hotels which are similarly priced where they have a proper free mini bar which includes alcohol this is false marketing by Accor. 4) Hotel bar closes far too early for a 5 star hotel 5) Bar tenders are very good though - Kelvin in particular.",Feb-20,,
Sofitel Singapore City Centre,Jan-20,1,Not worthy of being part of the Sofitel chain,Check-in at the club lounge was bad with no directions on how to get to the room nor the amenities provided. Service was inconsistent during our stay and not in line with a 5 star hotel.  Had to pay ~$50/day for parking despite having paid ~$700/night for the hotel room. The unsympathetic response was â€œwe canâ€™t do anything because the building doesnâ€™t belong to usâ€. But we later found out that F&B customers get complimentary carpark with min spend of $100. Guess the hotel doesnâ€™t value local hotel guests.,Dec-19,,
Sofitel Singapore City Centre,Aug-20,5,Sofitel Staycation,"Booked a staycation package that comes with 3 course dinner and breakfast for 2. Overall service is excellent.   Room: Comfy bed, spacious room and bathroom with bathtub. Complimentary disinfectant wipes! Love the Bose speakers as well.  Dinner: Enjoyable, 3 course menu available for selection.   Breakfast: Buffet breakfast can be ordered via online website through qr code. Quality is superb, most of the dishes are delicious and seems better than most hotel standard fare of the same price range. Portion is not huge so we can try a variety of items. Chef personally greeted the patrons.",Aug-20,,
Sofitel Singapore City Centre,Jan-20,5,Amazing,We stayed at the Sofitel for 7 days what an amazing place the people are very accommodating and the room was five star.   The food was AMAZING the best fresh food with a twist of French. The club was the best part at the end of each day we looked forwarded to relaxing with canapÃ©s and a few drinks Daniel was very accommodating with the best customer service offered at all times.   We complemented the chef whom came out and introduced himself personally to thank us.   If this is not a testament that the Sofitel has reached every expectation that we had is definitely an understatement.   We have left feeling totally spoilt with the food and the lovely staff who took care of us.   Thankyou Sofitel we will definitely be recommending your hotel to everyone back home.   Wellâ€¦,Jan-20,,
Sofitel Singapore City Centre,Jan-20,5,Perfectly located hotel,"Perfectly located hotel near the park and right in the center, comfortable spacious comfortable rooms with quality beds, and incredible views from the windows of the city, especially at night. Â  An excellent breakfast with a large selection of hot and cold dishes, vegetables and fruits, as well as a wonderful Club Lounge with a large selection of alcoholic drinks, snacks, fruits and desserts. Pleasant and attentive staff and proper hotel management, thanks a lot to the whole hotel team, we will come again!",Jan-20,,
Sofitel Singapore City Centre,Feb-20,5,Excellent service,The staff of Sofitel Singapore are a cut above the rest; they make you feel welcome from the moment you check in. Even the waiter at the Racines pays particular attention to ask if a warm coffee refill is needed at the end of the meal. I'd definitely recommend a stay to experience excellent service!,Feb-20,,
Sofitel Singapore City Centre,Jan-20,5,Staycation,"This year we chose Sofitel Singapore City Centre for our yearly staycation plan with my family.   Our room was spacious enough for 3 of us. My daughter enjoy the pool area a lot. We took many scenic photos with different high rise buildings around us. We can also access the executive lounge for light drinks which is just beside the pool section.   At Club Millesime, they serve wide variety of food during the evening reception.  The Club staffs in particular Mr Ben Tee has greeted us warmly. He was very friendly and helpful to our needs.   Though it was a short stay, we already planning to make another staycation this year at this hotel. I am sure we will have more time to explore around the hotel.",Jan-20,,
Sofitel Singapore City Centre,Dec-20,3,Reduced amenities,"Booked a suite. Room was bare & air con not on. Called front desk & they rectified it quickly.   Club lounge was a disappointment - only water, coffee & tea. No snacks. They only provide light refrsshments at cocktail hour - you get food & alcohol for an hour.  Breakfast was ok. Nothing to shout about.  All in, would say hotel was ok but wish they would improve the drinks list & snacks on offer in the lounge.  Also the minibar is only topped up once - when we called, they told us that there is no 2nd top up.",Aug-20,,
Sofitel Singapore City Centre,Feb-20,5,Magnifique,"Located centrally to quite a number of tourist attractions, this new Sofitel establishment is a wonderful lush escape and a refreshing contrast to the concrete jungle. The staff were incredibly attentive and friendly. The room was spacious, clean and fitted with the latest modern amenities. As usual, the Lanvin toiletries were a treat.  The pool on level 6 is refreshing on those hot afternoons and so was the chill out in the Club Millesime.  The buffet breakfast spread was bountiful and the food fresh and delicious. Western and eastern favorites were to be had.  A special mention to Sharen and Jenny T who were exceptional in welcoming us and the rest of the Sofitel Singapore team (not forgetting the Club Millesime team) for making our special day and our stay ,magnifique.   Tillâ€¦",Feb-20,,
Sofitel Singapore City Centre,Jan-20,5,1 night birthday celebration,"I stayed at this hotel for my birthday and was super impressed by the staff and the attention to detail. As a Gold member, I was upgraded from my Luxury room with Club MillÃ©sime Access to a Prestige Suite room which was very spacious. I also appreciated the use of the Hermes amenities. To my surprise, they even served Duval-Leroy Champagne during the evening cocktail session at the lounge which I have never experienced before at any other Accor hotel. Special thanks to the Club reception team for their warm welcome and also for the surprise birthday cake. A truly enjoyable stay and I will definitely be back again soon.",Jan-20,,
Sofitel Singapore City Centre,Aug-20,5,Great service and luxurious atmosphere,Had a great staycation at the Sofitel City Centre. There was a mix up in our booking. But the manager at the front desk rectified it and was very gracious. He even upgraded our room to a suite and gave us a late checkout. We really appreciated it.  The suite was very spacious with beautiful interiors. Luxurious furnishings and well appointed. We had a delicious breakfast and a lovely high tea as well. All orders had to be made through mobile via a QR code which is good for safe distancing.  Gym and pool facilities were also very nice. For now you have to make a booking for the use of these facilities but we had no problems making the bookings at all. It felt safe knowing that the numbers are being controlled.  The service and staff at Sofitel was really great. They made this aâ€¦,Aug-20,,
Sofitel Singapore City Centre,Dec-20,4,Great experience for family,"Check in was fast and hassle free. However, noticed the gap in information exchange between front desk and booking. Instructions was not passed down properly.  Staff were attentive and can still â€œseeâ€ their smiling face behind the mask. Room was clean and very comfortable. Meals was well organised to enable guest to keep to social distancing. I see that such also helps to reduce food wastage.   The ordering system at the restaurant needs to be further tighten. I have ordered Butter & Jam twice and they did not seems to capture it.  Overall, a great place to stay and enjoy some getaway.",Dec-20,,
Sofitel Singapore City Centre,Dec-20,4,Great Stay,"The suite met my expectation and so were the amenities in the room. The service level at the reception and club lounge were exceptionally warm, kudos to Veronica and Adi, both of them displayed first class customer service level. The food needs better attention though:  the display of food served at the club lounge was miserable and the breakfast was served cold.  This was much below expectation and I attributed it to the Covid-19 pandemic as Sofitel, as I know, serves good food. Thank you.",Dec-20,,
Sofitel Singapore City Centre,Aug-20,5,Excellent staycation!,"Thanks for the impeccable service, especially Housekeeping, Thao at reception and the people at the gym and pool. The little touchpoints during the National Day weekend were great, like the cakes served in the evening and green tea after a swim/gym. Amenities could be ordered via phone because of the current situation. Overall, enjoyed the room and the bathtub and the city view at 18th level.",Aug-20,,
Sofitel Singapore City Centre,Sep-20,5,Solem/Lunch & Stays,"My wife and me would like to express our gratitude to the sales team - Agnes, who help us along the way from booking of rooms till our Wedding actual days, she helps us alot on the little things, this makes our day a breeze.  Next, We would like to thanks the hotel banquet team Mr Herbert who is there to lead the team, Mario, Nelison and Johnny. They done a great job and very attentive to our invited guests, we would like to give them a big thank you. Hotels stays was awsome too, room was clean, amenities was good, very comfortable staying there, close to MRT and food place as well. Highly recommended. Till next time",Sep-20,,
Sofitel Singapore City Centre,Dec-20,3,Average Stay,"My stay was to celebrate my husband 34th birthday. Booked for a luxury club room but when we arrived at the club we were told that check in can only be done at Level 5.  With the Covid safety measures, check in process was slow. Only two receptionist at the Level 5 counter. There was only one couple before us  but took us about 10mins to finally get our turn to check in. Thank you to Ms Najiah for the impeccable service upon check in. All information was explained clearly and professionally. Request that we have input are all met.   Expecting a birthday cake when we entered the room but there was none. Cake was only delivered to the room around evening time.   Cocktail hours was only for one hour and we are asked to leave the club when the time are up. Strictly no extension. Forâ€¦",Dec-20,,
Sofitel Singapore City Centre,Aug-20,5,Relaxing Staycation,"It was a good getaway from home after a long time, thanks to the pandemic. The room was comfortable, although some items (ie. bathrobe, slippers, shower caps, etc) are only available by request and pool access is also via reservation.  Breakfast and dinner at Racines were great. No more buffet for breakfast, but free-flow ala-carte orders. Generally, value for money.",Aug-20,,
Sofitel Singapore City Centre,Nov-20,5,Great stay experience and location,"Check in took a while (I was emailed an online check in but the link led to a 404) however from then on it was smooth sailing, great service. Enjoyed the pool area, you do not feel like you are in the city centre. QR code on amenities which can be requested does not include the full list (e.g. bath salts) and it is a pity that turndown service is not provided nor can the turndown cookies be requested, as I enjoyed that a lot on a previous stay. I do wish there were more hanging spaces or hangers in the room. Lighting can also be a little soft or at strange angles. Everything else was perfect - room size, furnishing and types of furniture, power outlet placements, and nice natural light from the full windows.",Oct-20,,
Sofitel Singapore City Centre,Nov-20,5,Living up to the standards of Sofitel,"Stayed at Sofitel Singapore City Centre over last weekend and checked into the Prestige Suite. Had some issues with the lighting in the Bedroom which happened throughout the night. The following morning Mr Indra approached me and offered a room switch, he showed genuine concern and apologised even though it wasn't his mistake. An apology note, as well as a box of Afternoon Tea set was placed in the room. I would like to Thank Mr Indra for his outstanding and compassionate service, his hospitality shown has truly helped to enrich my hotel stay. I will not hesistate to recommend the hotel to my friends and would love to stay there again!",Nov-20,,
Sofitel Singapore City Centre,Jan-20,5,Superb,"Great CBD location. Presentation of hotel and staff was truely Superb, Service was impeccable. Restaurant was great , we ate dinner one night and breakfast 2 mornings. Has bought 2 nights and a charity auction  in NZ and although we paid more than the actual room rate it was a great donation and hotel was worth every cent.",Nov-19,,
Sofitel Singapore City Centre,Aug-20,5,Wonderful Staycation-felt like we were on a real holiday,"Stayed for one night over the National Day weekend in the Prestige Suite room. Despite the safe management measures, the amenities (like the Hermes toileteries) were all there and if they were not, you could call to request for them (like pillow choice, bedroom slippers). The Millesime lounge service was still good as before, despite the limited timing (6-7pm,) and no buffet evening cocktails. You could order ala carte for the snacks and drinks. This applied to the breakfast. No buffet spread but the unlimited ala-carte more than made it for it. Also had dinner at the Racines, and even with the limited menu, the quality was still there. My family felt as though we were in a hotel in another country. A great stay. Will be back.",Aug-20,,
Sofitel Singapore City Centre,Nov-20,5,Beautiful pool,The infinity pool on the 6th floor was lovely. Pool usage timings were staggered (and bookable online) due to Covid-19 and it felt very safe. Also the mattresses and bedsheets were probably the most comfortable ones Iâ€™ve ever slept on!,Dec-20,,
Sofitel Singapore City Centre,Feb-20,5,A beautiful gem in the city,"A really lovely hotel in the middle of businesses in Singapore. The MRT station is literally in this building, so you dont have to walk many steps to get to the train. The service is of 5* quality and the bfast matches this. We had book 3rooms, which were nice and spacious with a shower and bath tub. Wifi everywhere and room service whenever you need it. Hi tech surveillance and access to the rooms, so not just anyone can come to your room unless you share a floor. Very clean and good coffee and tea facilies, bar fridge, make sure you ask them to empty it if you dont want to be charged extra. Really enjoyed our 5nights in this gem.",Jan-20,,
Sofitel Singapore City Centre,Dec-20,5,Convenient and great value,"Great staycation in the heart of the cbd at a good price. Check in was smooth and room was pretty spacious and brand new. Nothing negative about the room which I can think of, and excellent bathtub.   Lounge Club Millesime during cocktail hour was quite busy and packed, fortunately there were 2 sessions catered. Food were served in bite size small bowls and the lounge was pretty generous with their champagne (how cool in expensive Singapore!) and wine. They have their own very craft beers, which although interesting, didn't quite sit well with my palette.   Gym and swimming pool can be booked via online which system could probably be improved for ease of use. Swimming pool overlooking Pinnacle at Duxton had pretty good views and it was a really cool experience just hanging outâ€¦",Dec-20,,
Sofitel Singapore City Centre,Nov-20,5,Picture speaks for thousand words,"Staff was very courteous, approachable and making me feel very welcomed. Check in was very smooth and swift. This is one of the luxury hotels with splendid view, close proximity to good food and great place for staycation with family or individual who just want to indulge herself/himself with the in-room facilities, soaking and dining in bathtub listening to some soothing music.",Nov-20,,
Sofitel Singapore City Centre,Nov-20,5,Fantastic Stay,"Had a wonderful stay at Sofitel. Theres many things to like about this Hotel.   Location is so convenient just above Tanjong Pagar MRT and area has plenty of food choices. (Highly recommend Keisuke Hamburg just across the Hotel)  Service and ambience in the Hotel is top notch, it is a class above. Love how they use gigantic bears to socially distance, instead of ugly big Xs in other places. The pool area is small but lovely to hang out at. It is so tranquil that it's hard to believe we are in the middle of the CBD. The great view and instagram worthy backdrop is a bonus!  We had dinner at Racines and Afternoon Tea at 1846. Food was superb at Racines, their Crab Fried Rice and Wagyu Cheek was amazing! There was a small hiccup during the meal which we just casually mentioned, butâ€¦",Nov-20,,
Sofitel Singapore City Centre,Dec-20,5,Wonderful staycation becos the staffs made the difference!,"We totally enjoyed our staycation here on the eve of Christmas! Even though its a super peak festive season, the staffs here made sure we are well taken care of. And the service are impeccable even though they are super busy, they always serve us with a smile! It is a vast difference in comparison to their sister hotel in Sentosa!  Thank you so much to Monica at the front desk during check-in for taking the effort to explain everything to us and making sure we can utilise our cable car tickets. We are so impressed by your service and your smile even though you are swamp with many  check-in guests.  The pool entry is very well organised with the exchange of entry passes and the issuing of towels.   Breakfast is crowded as expected, but we can see that all staffs are working veryâ€¦",Dec-20,,
Sofitel Singapore City Centre,Oct-20,4,A Hidden Gem,"We booked 3D2N (20 to 22 Oct)to spend some time away from home to bond with the little ones. We booked their Prestige King Suite which is 76 sqm and comes with a separate living room. Similar to Andaz hotel, this hotel does not provide complimentary parking for their guests. I checked in at around 3pm and left the carpark at 5.15pm and paid $53 for the charges. For those who want to drop their family members and luggages, you should do at at their Peck Seah Street drive-way. Drivers can park at level 2 or 3 of the Guocco Tower and take the lift to level 5 of their Hotel Lobby. We were greeted by Melody, who has been very warmth and helpful in explaining the benefits to us, including the 2 robots that are stationed infront of the lobby whose job is to delivery small items toâ€¦",Oct-20,,
Sofitel Singapore City Centre,Nov-20,4,My annual visit,"As an Accor Plus member, we stayed in this hotel at least once a year. Itâ€™s room quality and front desk services maintained its usual standards even though there appeared to be a drop in the number of staff on duty likely due to Covid-19 pandemic.  The dinner bill at Raccines has increased quite a bit likely due to a revision in their pricing. What is confusing is that in previous visits there are discounts for the drinks but this round none.  At the lounge we encountered conflicting service quality from the staff. The first waitress who seated us did not appear happy when we arrived at 9.45pm and told us that they are closing at 10.30am and that our first order will be the last order. However we subsequently encountered great service from another waitress who not only provideâ€¦",Nov-20,,
Sofitel Singapore City Centre,Jan-20,5,Chic Luxury Hotel with Incredible Hospitality,"I have my doubt at first before staying at this hotel regarding this is more business hotel rather than leisure hotel for family considering the location in CBD. My worries turned out to be very wrong, from the moment we arrived, the hotel staff treated us very well. Pak Fadly whom greeted us by name when we exited from taxi was very kind. He showed us the room and the functionality, it also help that he could speak Malay so that we feel at ease asking questions. Before that, we checked in at the club millesime while waiting our room to be ready and the lounge attendant give us refreshing drinks. She also give us the tour of the facilities which we really appreciated. The room itself was beautiful. It exudes luxury and chic at the same time. From the books provided, to theâ€¦",Jan-20,,
SO/ Singapore Hotel,Jan-20,5,"Great hotel, excellent service","The hotel is really great, but the service was exceptional! Special thanks to Ben the concierge, who was friendly and went out of his way to make sure that I was looked after. Look forward to Coming back :)",Jan-20,,
SO/ Singapore Hotel,Jan-20,5,Quick Singapore Business Trip,"Great hotel, cool furniture and room design great having location right next to the night hawkers market for quick meal on way home from the office. Each walking to most harbor sites and attractions !",Dec-19,,
SO/ Singapore Hotel,Feb-20,4,Art-Deco Boutique Hotel in the Business District,"Singapore was our final stop on our honeymoon so we were looking for a hotel that was centrally located & clean. SO is just that. We notified the hotel that it was our honeymoon and we were offered a list of upgrades with costing - unlike the other hotels that we visited on our honeymoon that automatically upgraded our hotel rooms for free. They did offer us 2 glasses of champagne and cake at the lobby restaurant during our stay. But we wish we were given an upgrade instead. The rooms are TINY but amenities are great - nespresso & drinks in the room, great toiletries & great umbrella to use. Easy walking distance to MBS and China Town - and right in front of Lau Pa Sat but since it is located in the Business center a lot of the local cafes and lunch spots were closed on theâ€¦",Jan-20,,
SO/ Singapore Hotel,Feb-20,5,Amazing!!!,"Great hotel! Great location! Clean rooms! Staff is amazing, they are always ready to help, especially Ben (knows all insides about Singapore) They also have a carry with you internet, which is super useful :) Definitely recommend staying there and enjoy the roof top pool and bar",Jan-20,,
SO/ Singapore Hotel,Jan-20,4,A so-so Sofitel SO Singapore,"Stayed at this property recently over the Chinese New Year weekend and I wouldn't say that the property was so good, nor was it so bad. In all honesty, it was so so. Despite that, I will still give the property 4 out of 5 for certain shortfalls in service.   Firstly check-in: Check in was quick, the front desk counter is small and only manned by 2 staff at a time, can't imagine how it'd be like during peak times. Welcome drink was a mix of fruit juices served in a test-tube. An interesting touch and i'll give points for that!  The check-in itself was rather straightforward with no interaction whatsoever, upon receiving my room keys, proceed up to my room (400) only to find out that the keys were not working, and so I began the trip back down to reception to get them recut,â€¦",Jan-20,,
SO/ Singapore Hotel,Jan-20,5,CNY 2020,nice hotel perfect location good breakfast and comfortable bed and nice hotel design recommend for all travelers and near MRT station good options for food beside Lau pa sat.  amazing service from this guy Ben,Jan-20,,
SO/ Singapore Hotel,Jan-20,5,So good,Hotellocatuon is good nice decoration and fantasti pool at ghetto roof   bed was comfortable and free mini bar also. Lau pay sat was opposite             Service wwas good thanks to Ben and dismal will go back again till next time guys 100 recommend to all travelers,Jan-20,,
SO/ Singapore Hotel,Jan-20,4,Birthday celebration 1 night stay in So Sofitel,"This truly was a fantastic 1 night stay to celebrate my birthday and I would have given it a 5 out of 5 if not for 1 incident. When I got into the room, I noticed that there was a pile of dust / wood shavings near the main work desk. Thinking that it was simply a stain, I cleaned it off myself and thought nothing of it, despite my concerns of a termite infestation. However, the next morning I woke up to the same wood shavings in the same spot. I reported this to the duty manager before I checked out who apologised profusely and assured me that they would investigate and rectify this immediately by blocking off the room (233). Despite this incident, I had a great time in this hotel. Staff were friendly and very warm. There is an infinity pool, despite the barbecue smell comingâ€¦",Jan-20,,
SO/ Singapore Hotel,Mar-20,5,Great service and facilities,"The room is nicely decorated and furnished, equipped with smart technology that allows you to control air conditioning, blinds by using the tablet that is provided. Greeted by receptionist Gilaine whom assisted in my check in, her service was exceptionally well and friendly!",Mar-20,,
SO/ Singapore Hotel,Jan-20,5,All good,"Couldn't fault the staff, the room, the service or breakfast. Excellent location for all attractions in central Singapore. Would recommend to anyone wishing to spend time in Singapore and walk around.",Jan-20,,
SO/ Singapore Hotel,Jan-20,4,"Cozy and adequate, but little short of charming and memorable.","At flash sale rates, you can't complain, otherwise, you may find it difficult to justify the price. The base category rooms are a bit small with a relatively tiny pool and no Spa to speak of (within the premises). The rooftop pool provides a pleasant view, albeit surrounded by other buildings. But there's no denying the slightly cramped sense of space throughout the hotel. From this specific perspective, there are equivalent and maybe better value for money options elsewhere in the city.  The Sofitel brand charm was supposed to be the draw, but somehow, I couldn't detect and feel that magnetism. Breakfast is average at best and there are very few cut fruits on offer, which I found a bit odd. On all occasions that I ordered coffee, it wasn't piping hot and refills were lukewarm. â€¦",Jan-20,,
SO/ Singapore Hotel,Mar-20,5,Good location with nice rooms,"Good location with nice rooms, staffs are very helpful.  Breakfast at the hotel is good and highly recommended, many choices, and the food is fresh and delicious.   Location of the hotel is very convenient.",Mar-20,,
SO/ Singapore Hotel,Mar-20,5,Elegance,"My husband and I decided to stay here for three nights prior to flying back home to Australia where as at last night all entering into Australia must self quarantine.... I wish we could stay here longer all the friendly staff at the hotel have made us feel so safe, happy and at home.  They cannot do enough for you.  We have had the privilege to meet and get to know some amazing and special people here.  Lily and Fiz are at the front desk eager to assist in every way with besutifil smiles.  The food in the kitchen at So Sofitel is prepared with the freshest and tastiest ingredients.... All their chefs excel in what they do best...Chef Hong has lovely character and makes you feel at home.  We had the pleasure of getting to know a special and talented young man, Chef Fariz. Hisâ€¦",Mar-20,,
SO/ Singapore Hotel,Jan-20,5,AMAZING,"This hotel amazed me with every little things. I chose a not too big room but I was very satisfied! And also thanks to Accorplus for the membership price, Iâ€™m very happy to join your membership. Keep it up!",Jan-20,,
SO/ Singapore Hotel,Jan-20,5,Lovely stay with amazing concierge - Ben,"super location walkable to many restaurants and metro with a very comfortable room and yummy breakfast. Ben, the lovely concierge, went out of his way to make it an amazing trip - with tips and concern and great attitude!",Jan-20,,
SO/ Singapore Hotel,Mar-20,5,Small hotel but staff are great,I had the experience to deal with the concierge Ben. He is just to friendly and helpful. Love the staff there. I will definitely be visiting the hotel again. In addition they have complimentary snacks n drinks which is a bonus!,Mar-20,,
SO/ Singapore Hotel,Feb-20,4,"exceptional help from Ben and Fiz, could not have found my way around without their help","Nicely situated, close to many wonderful attractions ie Gardens by the Bay and Marina Bay Sands hotel and shops. Easy access to MRT stations and within easy walking distance to China town and Raffles.",Jan-20,,
Grand Hyatt Singapore,Dec-20,5,Family Staycation,Truly awesome stay for my family and I. All level of staff exhibited exemplary level of service throughout the stay! Food was awesome at Straits Kitchen! Definitely will return for another stay-cation with the family. Kudos to the Grand Hyatt Singapore Team!!!,Nov-20,,
Grand Hyatt Singapore,Dec-20,5,Infant and Muslim friendly,Worth every dollar. They had complimentary baby cot and a halal kitchen great for our muslim friends. Bathtub and all amenities were great too. Would definitely come again with my baby and play in the pool :) :) :),Nov-20,,
Grand Hyatt Singapore,Nov-20,5,awesome stay,"had a awesome stay with my family for my wife bday treat .  The rooms were spacious , location was superb and the amenities were just too good . Spa was excellent and kids enjoyed the pool. Staffs were very polite .",Nov-20,,
Grand Hyatt Singapore,Nov-20,5,Staycation,"Was a pleasant experience, however got no chance to try their swimming pool as it was raining every day. The breakfast at StraitKitchen was great. The staff there are professional and friendly. The hotel staff were very helpful and friendly.",Nov-20,,
Grand Hyatt Singapore,Nov-20,4,Great room size and good location,"The room size with separate living room is good, ideal for family stay. The location is centralized. The breakfast buffet has a reasonable spread. Loved the fresh juices it served. Customer service is good.",Nov-20,,
Grand Hyatt Singapore,Dec-20,5,5 stars!,Immaculate service..will definitely stay again at Hyatt. My family and I enjoy our stays so much that we will definitely make Hyatt our staycation again in future.Been staying at Hyatt 5Ã— since Nov -Dec.,Dec-20,,
